0,10911
1,56622
2,15243
3,6383
4,3405
5,1980
6,1283
7,903
8,620
9,439
10,365
11,278
12,214
13,168
14,129
15,129
16,108
17,86
18,71
19,62
20,52
21,32
22,46
23,34
24,38
25,31
26,31
27,22
28,25
29,19
30,16
31,14
32,16
33,7
34,10
35,18
36,7
37,10
38,10
39,12
40,5
41,2
42,8
43,3
44,3
45,7
46,6
47,6
48,2
49,2
50,6
51,6
52,3
53,4
54,3
55,2
56,1
57,1
58,3
59,1
60,5
61,2
62,1
63,4
64,2
66,2
68,3
69,1
70,2
71,1
72,2
73,2
74,1
75,3
76,1
77,1
79,1
80,1
85,1
87,1
88,2
89,3
90,4
92,1
93,1
95,1
96,1
98,1
106,2
109,1
110,1
114,1
126,1
128,2
129,1
131,1
134,1
141,1
143,1
150,1
156,1
160,1
173,1
194,1
211,1
254,1
266,1
340,1
477,1
487,1
558,1
565,1
