0,0.7586
1,0.11921
2,0.04158
3,0.02178
4,0.01251
5,0.00791
6,0.0059
7,0.00472
8,0.00343
9,0.00261
10,0.00212
11,0.00192
12,0.00159
13,0.00141
14,0.00102
15,0.00094
16,0.00078
17,0.0007
18,0.00067
19,0.00069
20,0.00054
21,0.00045
22,0.00039
23,0.00044
24,0.00038
25,0.00037
26,0.00036
27,0.00033
28,0.00027
29,0.00017
30,0.00021
31,0.00023
32,0.00018
33,0.00019
34,0.00014
35,0.00012
36,0.00015
37,7e-05
38,0.00013
39,0.00011
40,7e-05
41,0.00011
42,0.00012
43,0.00015
44,9e-05
45,0.00012
46,6e-05
47,0.00012
48,9e-05
49,6e-05
50,1e-05
51,0.00016
52,7e-05
53,9e-05
54,7e-05
55,7e-05
56,8e-05
57,4e-05
58,4e-05
59,3e-05
60,4e-05
61,8e-05
62,5e-05
63,2e-05
64,6e-05
65,6e-05
66,9e-05
67,3e-05
68,5e-05
69,6e-05
70,4e-05
71,5e-05
72,6e-05
73,4e-05
74,1e-05
75,3e-05
76,2e-05
77,4e-05
78,1e-05
79,4e-05
80,1e-05
81,9e-05
82,2e-05
83,1e-05
84,1e-05
85,3e-05
86,2e-05
87,3e-05
88,4e-05
89,2e-05
90,1e-05
91,3e-05
93,3e-05
94,2e-05
95,2e-05
96,3e-05
97,2e-05
98,2e-05
99,4e-05
102,2e-05
103,4e-05
104,1e-05
105,2e-05
106,2e-05
107,2e-05
108,1e-05
109,3e-05
110,1e-05
111,4e-05
112,1e-05
114,2e-05
118,3e-05
119,2e-05
121,1e-05
122,2e-05
123,1e-05
124,1e-05
125,1e-05
126,1e-05
130,1e-05
131,2e-05
132,2e-05
133,1e-05
135,1e-05
137,1e-05
138,1e-05
140,1e-05
142,1e-05
145,1e-05
146,1e-05
147,1e-05
150,1e-05
151,1e-05
154,1e-05
155,2e-05
156,1e-05
158,3e-05
159,1e-05
160,3e-05
164,2e-05
165,1e-05
168,1e-05
169,2e-05
171,2e-05
174,1e-05
175,1e-05
177,1e-05
178,1e-05
179,1e-05
180,1e-05
181,2e-05
182,1e-05
183,1e-05
185,1e-05
189,2e-05
191,2e-05
194,1e-05
195,1e-05
199,2e-05
202,1e-05
204,2e-05
212,1e-05
213,2e-05
217,1e-05
221,2e-05
225,1e-05
229,1e-05
234,1e-05
242,1e-05
249,2e-05
250,2e-05
255,1e-05
257,1e-05
269,1e-05
270,1e-05
276,1e-05
277,1e-05
279,1e-05
286,1e-05
288,2e-05
290,1e-05
291,1e-05
300,1e-05
305,1e-05
314,1e-05
326,1e-05
327,1e-05
341,1e-05
349,1e-05
355,1e-05
356,1e-05
367,1e-05
374,1e-05
390,1e-05
397,1e-05
405,1e-05
421,1e-05
425,1e-05
435,1e-05
439,1e-05
448,1e-05
453,1e-05
463,1e-05
472,1e-05
480,1e-05
488,1e-05
515,1e-05
517,1e-05
541,1e-05
563,1e-05
601,1e-05
626,1e-05
690,1e-05
766,1e-05
858,1e-05
871,1e-05
1141,1e-05
1344,1e-05
1586,1e-05
1770,1e-05
2046,1e-05
4039,1e-05
6342,1e-05
6399,1e-05
7809,1e-05
16313,1e-05
17782,1e-05
