0,75997
1,11678
2,4266
3,2113
4,1296
5,836
6,598
7,450
8,347
9,296
10,231
11,187
12,153
13,133
14,109
15,84
16,84
17,72
18,71
19,64
20,33
21,37
22,30
23,33
24,30
25,41
26,35
27,27
28,26
29,24
30,15
31,17
32,26
33,16
34,16
35,15
36,11
37,12
38,14
39,17
40,8
41,13
42,14
43,14
44,10
45,9
46,7
47,11
48,13
49,10
50,11
51,5
52,11
53,4
54,3
55,4
56,6
57,9
58,4
59,9
60,5
61,6
62,6
63,2
64,8
65,3
66,3
67,1
68,7
70,2
71,5
72,10
73,3
74,2
75,5
76,1
77,2
78,5
79,2
80,1
81,2
82,8
83,4
85,3
86,1
88,2
89,4
90,3
92,1
93,1
94,2
95,2
96,1
97,2
98,4
99,2
101,1
102,2
103,3
104,1
105,2
107,1
108,6
109,1
110,1
111,2
113,1
114,1
115,4
116,2
117,1
118,3
119,2
120,2
121,1
122,1
123,1
125,1
126,1
127,2
129,1
131,1
134,2
137,1
138,1
139,1
141,2
142,1
143,1
145,1
149,1
150,1
151,1
152,3
157,1
158,1
159,1
160,1
164,1
166,1
168,2
169,1
172,1
173,1
174,2
176,1
178,2
179,1
181,1
182,1
183,1
184,1
185,1
187,2
193,1
194,1
198,4
199,3
201,1
204,2
205,1
206,1
210,1
212,1
217,1
220,1
232,1
234,1
236,1
238,1
241,1
245,1
247,1
248,1
254,1
271,1
272,1
280,1
287,1
291,2
294,1
297,1
299,1
300,1
305,1
327,1
328,1
329,1
333,1
337,1
383,1
395,1
407,1
412,1
419,1
439,1
441,1
442,1
444,1
459,1
463,1
492,1
503,1
507,1
537,1
554,1
567,1
574,1
613,1
623,1
654,1
677,1
700,1
715,1
827,1
877,1
1115,1
1651,1
1812,1
1886,1
1998,1
2452,1
2744,1
6837,1
14014,1
27937,1
